"ID","N","gap","Length_before","Length_after","Year","cluster"
"KR534253",0,120,12042,11922,2011,22
"KR534254",0,119,12042,11923,2011,30
"KR534256",0,121,12042,11921,2011,22
"KR906734",0,119,12042,11923,2008,50
"KR906735",0,139,12042,11903,2008,73
"KR906736",0,119,12042,11923,2008,73
"KR906737",1,122,12042,11919,2008,21
"KR906738",0,119,12042,11923,2004,21
"KR906739",0,119,12042,11923,2004,15
"KR906740",5,128,12042,11909,2009,49
"KR906741",0,119,12042,11923,2003,31
"KR906742",0,119,12042,11923,2009,72
"KR906743",2,128,12042,11912,2010,50
"KR906744",0,128,12042,11914,2010,15
"KR906745",0,128,12042,11914,2010,17
"KR906746",0,167,12042,11875,2010,79
"KR906747",0,119,12042,11923,2010,79
"KR906748",0,119,12042,11923,2010,6
"KR906749",0,164,12042,11878,2010,31
"KR906750",0,188,12042,11854,2010,72
"KR906751",0,127,12042,11915,2011,79
"KR906752",0,119,12042,11923,2011,6
"KR906753",0,120,12042,11922,2011,31
"KR906754",0,177,12042,11865,2011,72
"KR906755",0,119,12042,11923,2011,42
"KR906756",1,119,12042,11922,2011,70
"KR906757",8,152,12042,11882,2010,79
"KR906758",2,217,12042,11823,2010,42
"KR906759",113,213,12042,11716,2010,50
"KR906760",0,122,12042,11920,2010,70
"KR906761",170,197,12042,11675,2010,31
"KR906762",0,128,12042,11914,2010,31
"KR906763",0,122,12042,11920,2010,73
"KR906764",0,128,12042,11914,2010,73
"KR906765",0,119,12042,11923,2010,73
"KR906766",0,128,12042,11914,2010,6
"KR906767",0,128,12042,11914,2011,31
"KR906768",0,164,12042,11878,2011,72
"KR906769",1,119,12042,11922,2011,23
"KR906770",2,128,12042,11912,2011,35
"KR906771",0,119,12042,11923,2011,34
"KR906772",0,119,12042,11923,2011,70
"KR906773",0,119,12042,11923,2011,22
"KR906774",0,121,12042,11921,2011,50
"KR906775",0,188,12042,11854,2011,17
"KR906776",0,119,12042,11923,2011,38
"KR906777",0,119,12042,11923,2011,75
"KR906778",0,128,12042,11914,2011,22
"KR906779",1,122,12042,11919,2012,51
"KR906780",0,122,12042,11920,2011,22
"KR906781",0,119,12042,11923,2012,22
"KR906782",0,123,12042,11919,2012,28
"KR906783",0,119,12042,11923,2012,21
"KR906784",0,119,12042,11923,2012,35
"KR906785",0,120,12042,11922,2012,76
"KR906786",0,119,12042,11923,2012,21
"KR906787",0,119,12042,11923,2012,48
"KR906788",1,123,12042,11918,2012,71
"KR906789",0,119,12042,11923,2012,74
"KR906790",0,119,12042,11923,2012,77
"KR906791",804,168,12042,11070,2012,50
"KR906792",0,119,12042,11923,2012,71
"KT006769",0,120,12042,11922,2013,111
"KT336432",0,119,12042,11923,2012,78
"KT336433",0,119,12042,11923,1991,6
"KT336434",0,119,12042,11923,1992,79
"KT336435",0,119,12042,11923,1993,78
"KT336436",0,119,12042,11923,2012,78
"KT336437",0,119,12042,11923,2012,78
"KT728348",0,169,12042,11873,2003,37
"KT728349",0,169,12042,11873,2003,37
"KX148101",0,119,12042,11923,1979,65
"KX148102",0,120,12042,11922,1991,111
"KX148103",0,120,12042,11922,1981,6
"KX148104",0,119,12042,11923,1978,4
"KX148110",0,240,12042,11802,1991,111
"KX148111",0,240,12042,11802,1991,111
"KX148112",0,240,12042,11802,1991,2
"KX148113",0,240,12042,11802,1991,58
"KX148114",0,240,12042,11802,1995,58
"KX148115",0,240,12042,11802,1996,95
"KX148116",0,240,12042,11802,1996,95
"KX148117",0,240,12042,11802,1997,95
"KX148118",0,239,12042,11803,1994,11
"KX148119",0,242,12042,11800,1993,96
"KX148120",0,242,12042,11800,1993,96
"KX148121",0,242,12042,11800,1993,96
"KX148122",0,241,12042,11801,1991,96
"KX148123",0,241,12042,11801,1991,96
"KX148124",0,241,12042,11801,1991,96
"KX148125",0,241,12042,11801,1994,97
"KX148126",0,241,12042,11801,1996,97
"KX148127",0,241,12042,11801,1991,97
"KX148128",0,241,12042,11801,1992,97
"KX148129",0,241,12042,11801,1994,11
"KX148130",0,241,12042,11801,1994,11
"KX148131",0,241,12042,11801,1994,11
"KX148132",0,241,12042,11801,1994,11
"KX148133",0,241,12042,11801,1986,11
"KX148134",0,241,12042,11801,1994,11
"KX148135",0,241,12042,11801,1991,11
"KX148136",0,242,12042,11800,1993,98
"KX148137",0,242,12042,11800,1993,98
"KX148138",0,241,12042,11801,1993,98
"KX148139",0,242,12042,11800,1993,98
"KX148140",0,241,12042,11801,1986,98
"KX148141",0,241,12042,11801,1992,59
"KX148142",0,241,12042,11801,1994,59
"KX148143",0,240,12042,11802,1993,11
"KX148144",0,241,12042,11801,1994,45
"KX148145",0,241,12042,11801,1986,45
"KX148146",0,241,12042,11801,1993,46
"KX148147",0,241,12042,11801,1988,46
"KX148148",0,241,12042,11801,1992,99
"KX148149",0,241,12042,11801,1991,99
"KX148150",0,241,12042,11801,1986,60
"KX148151",0,241,12042,11801,1996,36
"KX148152",0,240,12042,11802,1996,36
"KX148153",0,241,12042,11801,1996,36
"KX148154",0,241,12042,11801,1997,36
"KX148155",0,241,12042,11801,1993,32
"KX148156",0,240,12042,11802,1991,32
"KX148157",0,241,12042,11801,1993,32
"KX148158",0,241,12042,11801,1993,32
"KX148159",0,241,12042,11801,1974,39
"KX148160",0,241,12042,11801,1991,24
"KX148161",0,241,12042,11801,1972,9
"KX148162",0,241,12042,11801,1993,106
"KX148163",0,241,12042,11801,1993,106
"KX148164",0,241,12042,11801,1993,106
"KX148165",0,240,12042,11802,1993,106
"KX148166",0,241,12042,11801,1993,106
"KX148167",0,241,12042,11801,1993,62
"KX148168",0,241,12042,11801,1987,10
"KX148169",0,241,12042,11801,1990,10
"KX148170",0,241,12042,11801,1990,10
"KX148171",0,241,12042,11801,1991,10
"KX148172",0,241,12042,11801,1987,10
"KX148173",0,241,12042,11801,1997,10
"KX148174",0,241,12042,11801,1998,10
"KX148175",0,241,12042,11801,1998,10
"KX148176",0,241,12042,11801,2004,10
"KX148177",0,241,12042,11801,1996,93
"KX148178",0,241,12042,11801,1996,93
"KX148179",0,241,12042,11801,1996,93
"KX148180",0,241,12042,11801,1993,93
"KX148181",0,241,12042,11801,1996,93
"KX148182",0,241,12042,11801,1996,93
"KX148183",0,241,12042,11801,1993,93
"KX148184",0,241,12042,11801,1996,93
"KX148185",0,241,12042,11801,1996,18
"KX148186",0,241,12042,11801,1984,92
"KX148187",0,241,12042,11801,1996,57
"KX148188",0,241,12042,11801,1991,57
"KX148189",0,241,12042,11801,1985,8
"KX148190",0,241,12042,11801,1976,94
"KX148191",0,240,12042,11802,1993,7
"KX148192",0,240,12042,11802,1993,7
"KX148193",0,237,12042,11805,2008,83
"KX148194",0,237,12042,11805,1989,83
"KX148195",0,238,12042,11804,2004,83
"KX148196",0,238,12042,11804,1990,83
"KX148197",0,238,12042,11804,2015,52
"KX148198",0,238,12042,11804,1993,82
"KX148199",0,238,12042,11804,1993,82
"KX148200",0,235,12042,11807,1988,82
"KX148201",0,237,12042,11805,1986,43
"KX148202",0,238,12042,11804,1995,43
"KX148203",0,241,12042,11801,1986,78
"KX148204",0,242,12042,11800,1992,80
"KX148205",0,241,12042,11801,1994,6
"KX148206",0,241,12042,11801,1996,6
"KX148207",0,241,12042,11801,2014,15
"KX148208",0,240,12042,11802,1992,6
"KX148209",0,241,12042,11801,2004,5
"KX148210",0,241,12042,11801,1998,5
"KX148211",0,241,12042,11801,1986,5
"KX148212",0,240,12042,11802,1993,29
"KX148213",0,241,12042,11801,1982,3
"KX148214",0,239,12042,11803,1995,108
"KX148215",0,239,12042,11803,1995,108
"KX148216",0,240,12042,11802,1986,108
"KX148217",0,238,12042,11804,1986,64
"KX708499",0,248,12042,11794,2015,NA
"KX708500",0,248,12042,11794,2014,NA
"KX708501",0,248,12042,11794,2013,NA
"KX708502",0,249,12042,11793,2012,67
"KX708503",0,249,12042,11793,2014,111
"KX708504",0,244,12042,11798,2008,111
"KY210220",0,128,12042,11914,2008,21
"KY210221",147,130,12042,11765,2008,21
"KY210222",0,119,12042,11923,2009,21
"KY210223",0,128,12042,11914,2007,19
"KY210224",0,119,12042,11923,2010,22
"KY210225",0,119,12042,11923,2011,42
"KY210226",1,122,12042,11919,2011,22
"KY210227",0,128,12042,11914,2011,35
"KY210228",194,186,12042,11662,2011,22
"KY210229",0,119,12042,11923,2011,30
"KY210230",0,119,12042,11923,2011,22
"KY210231",0,119,12042,11923,2011,42
"KY210232",0,119,12042,11923,2011,42
"KY210233",0,119,12042,11923,2011,35
"KY210234",8,128,12042,11906,2011,42
"KY210235",0,119,12042,11923,2011,42
"KY210236",0,128,12042,11914,2011,22
"KY210237",0,122,12042,11920,2011,38
"KY210238",0,119,12042,11923,2011,30
"KY210239",0,119,12042,11923,2011,68
"KY210240",0,158,12042,11884,2011,38
"KY210241",0,137,12042,11905,2011,42
"KY210242",0,119,12042,11923,2011,38
"KY210243",0,128,12042,11914,2011,42
"KY210244",0,184,12042,11858,2011,22
"KY210245",0,119,12042,11923,2012,77
"KY210246",0,119,12042,11923,2012,68
"KY210247",0,119,12042,11923,2012,68
"KY210248",0,119,12042,11923,2012,22
"KY210249",0,119,12042,11923,2012,69
"KY210250",0,122,12042,11920,2012,68
"KY210251",0,119,12042,11923,2012,68
"KY210252",0,119,12042,11923,2012,77
"KY210253",0,119,12042,11923,2013,23
"KY210254",0,120,12042,11922,2013,23
"KY210255",0,119,12042,11923,2013,23
"KY210256",0,119,12042,11923,2013,23
"KY210257",0,119,12042,11923,2013,74
"KY210258",0,120,12042,11922,2013,48
"KY210259",0,122,12042,11920,2013,28
"KY210260",6,145,12042,11891,2013,69
"KY210261",0,119,12042,11923,2013,75
"KY210262",0,119,12042,11923,2013,22
"KY210263",0,119,12042,11923,2013,77
"KY210264",0,119,12042,11923,2013,23
"KY210265",0,119,12042,11923,2013,22
"KY210266",0,119,12042,11923,2013,23
"KY210267",0,119,12042,11923,2013,70
"KY210268",0,119,12042,11923,2013,22
"KY210269",0,119,12042,11923,2013,74
"KY210270",0,119,12042,11923,2013,74
"KY210271",0,119,12042,11923,2013,42
"KY210272",0,119,12042,11923,2013,68
"KY210273",0,119,12042,11923,2013,22
"KY210274",0,119,12042,11923,2013,74
"KY210275",0,128,12042,11914,2013,17
"KY210276",0,119,12042,11923,2013,22
"KY210277",0,119,12042,11923,2011,75
"KY210278",0,122,12042,11920,2011,22
"KY210279",29,139,12042,11874,2011,38
"KY210280",5,119,12042,11918,2012,50
"KY210281",0,119,12042,11923,2012,50
"KY210282",0,173,12042,11869,2012,50
"KY210283",0,119,12042,11923,2012,75
"KY210284",17,128,12042,11897,2012,75
"KY210285",0,119,12042,11923,2012,76
"KY210286",0,120,12042,11922,2011,22
"KY210287",7,169,12042,11866,2012,22
"KY210288",0,120,12042,11922,2012,22
"KY210289",0,122,12042,11920,2012,69
"KY210290",0,122,12042,11920,2012,68
"KY210291",0,119,12042,11923,2012,30
"KY210292",0,119,12042,11923,2012,69
"KY210293",0,127,12042,11915,2012,69
"KY210294",0,122,12042,11920,2012,35
"KY210295",0,119,12042,11923,2012,22
"KY210296",0,119,12042,11923,2012,22
"KY210297",0,119,12042,11923,2012,71
"KY210298",0,122,12042,11920,2012,71
"KY210299",0,128,12042,11914,2012,69
"KY210300",0,119,12042,11923,2012,48
"KY210301",0,119,12042,11923,2012,69
"KY210302",0,122,12042,11920,2012,69
"KY210303",0,119,12042,11923,2012,22
"KY210304",0,119,12042,11923,2012,38
"KY210305",0,119,12042,11923,2012,71
"KY210306",0,119,12042,11923,2012,50
"KY210307",0,119,12042,11923,2012,69
"KY210308",0,167,12042,11875,2012,22
"KY210309",0,136,12042,11906,2012,51
"KY210310",0,151,12042,11891,2012,75
"KY210311",0,123,12042,11919,2012,77
"KY649620",0,158,12042,11884,2018,102
"KY765901",0,120,12042,11922,2012,25
"KY860583",0,119,12042,11923,1999,26
"KY860584",0,118,12042,11924,1999,26
"KY860585",0,119,12042,11923,2001,26
"KY860586",0,119,12042,11923,2001,104
"KY860587",0,119,12042,11923,2001,104
"KY860588",0,118,12042,11924,2004,26
"KY860589",0,118,12042,11924,2006,40
"KY860590",0,119,12042,11923,2007,104
"KY860591",0,118,12042,11924,2008,40
"KY860592",0,118,12042,11924,2009,40
"KY860593",0,118,12042,11924,2010,40
"KY860594",0,118,12042,11924,2012,103
"KY860595",0,119,12042,11923,2012,104
"KY860596",0,118,12042,11924,2014,103
"KY860597",0,118,12042,11924,2014,103
"KY860598",0,118,12042,11924,2014,103
"KY860599",0,118,12042,11924,2014,103
"KY860600",0,117,12042,11925,2014,103
"KY860601",0,117,12042,11925,2014,103
"KY860602",0,118,12042,11924,2014,103
"KY860603",0,119,12042,11923,2015,104
"KY860604",0,119,12042,11923,2000,56
"KY860605",0,119,12042,11923,2001,56
"KY860606",0,119,12042,11923,2001,8
"KY860607",0,119,12042,11923,2001,26
"KY860608",0,119,12042,11923,2001,26
"KY860609",0,119,12042,11923,2001,62
"KY860610",0,119,12042,11923,2001,33
"KY860611",0,119,12042,11923,2001,8
"KY860612",0,119,12042,11923,1989,4
"LC029889",0,119,12042,11923,2009,6
"LC325820",0,115,12042,11927,2018,110
"LN879480",0,119,12042,11923,2002,25
"LN879481",0,120,12042,11922,1998,11
"LT839616",0,115,12042,11927,2017,66
"LT909526",0,119,12042,11923,2018,13
"LT909528",0,119,12042,11923,2018,12
"LT909529",0,115,12042,11927,2018,52
"LT909530",0,117,12042,11925,2018,47
"LT909531",0,112,12042,11930,2018,81
"LT909532",0,119,12042,11923,2018,60
"LT909533",0,119,12042,11923,2018,10
"LT909534",0,119,12042,11923,2018,12
"LT909535",0,115,12042,11927,2018,52
"LT909536",0,119,12042,11923,2018,17
"LT909537",0,119,12042,11923,2018,99
"LT909538",0,119,12042,11923,2018,99
"LT909540",0,119,12042,11923,2018,10
"LT909542",0,111,12042,11931,2018,52
"LT909543",0,117,12042,11925,2018,47
"LT909544",0,118,12042,11924,2018,111
"LT909546",0,116,12042,11926,2018,43
"LT909547",0,119,12042,11923,2018,96
"LT909551",0,115,12042,11927,2018,82
"MF172976",0,204,12042,11838,2018,102
"MF197741",0,240,12042,11802,2008,101
"MF197742",0,240,12042,11802,2014,95
"MF197743",0,241,12042,11801,2010,36
"MG458306",0,118,12042,11924,2018,95
"MG458309",0,119,12042,11923,1978,4
"MG458310",0,119,12042,11923,1986,11
"MG458311",0,119,12042,11923,1998,98
"MG458312",0,119,12042,11923,1997,9
"MG458315",0,119,12042,11923,1998,109
"MG458316",0,119,12042,11923,1998,109
"MG458317",0,119,12042,11923,1999,109
"MG458318",0,124,12042,11918,2008,78
"MG458319",0,117,12042,11925,2012,3
"MH267792",0,158,12042,11884,2017,102
"MK760667",0,320,12042,11722,2008,92
"MK760668",0,320,12042,11722,2008,44
"MK760669",0,320,12042,11722,2008,14
"MK760670",0,320,12042,11722,2008,54
"MK760671",0,320,12042,11722,2008,86
"MK760672",0,319,12042,11723,2008,92
"MK760673",0,320,12042,11722,2008,13
"MK760674",0,320,12042,11722,2008,54
"MK760675",0,320,12042,11722,2008,107
"MK760676",0,320,12042,11722,2009,41
"MK760677",0,320,12042,11722,2009,20
"MK760678",0,320,12042,11722,2009,92
"MK760679",0,320,12042,11722,2008,63
"MK760680",0,320,12042,11722,2008,94
"MK760681",0,320,12042,11722,2009,16
"MK760682",0,320,12042,11722,2009,41
"MK760683",0,320,12042,11722,2009,16
"MK760684",0,320,12042,11722,2009,107
"MK760685",0,321,12042,11721,2009,89
"MK760686",0,320,12042,11722,2009,44
"MK760687",0,320,12042,11722,2009,94
"MK760688",0,320,12042,11722,2009,44
"MK760689",0,320,12042,11722,2010,88
"MK760690",0,320,12042,11722,2010,63
"MK760691",0,320,12042,11722,2009,94
"MK760692",0,320,12042,11722,2009,92
"MK760693",0,320,12042,11722,2009,20
"MK760694",0,320,12042,11722,2009,87
"MK760695",0,320,12042,11722,2011,18
"MK760696",0,320,12042,11722,2012,85
"MK760697",0,320,12042,11722,2012,16
"MK760698",0,320,12042,11722,2012,88
"MK760699",0,320,12042,11722,2012,20
"MK760700",0,320,12042,11722,2012,100
"MK760701",0,320,12042,11722,2012,20
"MK760703",0,320,12042,11722,2012,89
"MK760704",0,320,12042,11722,2012,85
"MK760705",0,320,12042,11722,2012,88
"MK760706",0,320,12042,11722,2012,100
"MK760707",0,320,12042,11722,2012,39
"MK760708",0,320,12042,11722,2012,90
"MK760709",0,320,12042,11722,2012,91
"MK760710",0,320,12042,11722,2013,13
"MK760711",0,319,12042,11723,2013,105
"MK760712",0,320,12042,11722,2013,61
"MK760713",0,320,12042,11722,2013,90
"MK760714",0,320,12042,11722,2013,105
"MK760715",0,319,12042,11723,2013,18
"MK760716",0,319,12042,11723,2013,20
"MK760717",0,320,12042,11722,2013,105
"MK760718",0,320,12042,11722,2013,105
"MK760719",0,320,12042,11722,2013,94
"MK760720",0,320,12042,11722,2013,86
"MK760721",0,320,12042,11722,2013,90
"MK760722",0,319,12042,11723,2013,88
"MK760723",0,320,12042,11722,2013,100
"MK760724",0,320,12042,11722,2013,87
"MK760725",0,320,12042,11722,2013,89
"MK760726",0,320,12042,11722,2013,85
"MK760727",0,320,12042,11722,2013,91
"MK760728",0,320,12042,11722,2014,91
"MK760730",0,320,12042,11722,2014,105
"MK760731",0,319,12042,11723,2014,39
"MK760732",0,319,12042,11723,2014,20
"MK760733",0,320,12042,11722,2014,55
"MK760734",0,320,12042,11722,2013,61
"MK760736",0,320,12042,11722,2014,87
"MK760737",0,320,12042,11722,2013,87
"MK760738",0,320,12042,11722,2014,85
"MK760739",0,319,12042,11723,2013,91
"MK760740",0,320,12042,11722,2013,87
"MK760741",0,320,12042,11722,2013,86
"MK760742",0,320,12042,11722,2014,18
"MK760743",0,320,12042,11722,2014,105
"MK760744",0,320,12042,11722,2014,100
"MK760745",0,320,12042,11722,2014,86
"MK760746",0,319,12042,11723,2014,105
"MK760747",0,320,12042,11722,2014,107
"MK760748",0,320,12042,11722,2014,90
"MK760749",0,320,12042,11722,2014,89
"MK760750",0,320,12042,11722,2014,88
"MK760751",0,320,12042,11722,2014,14
"MK760752",0,320,12042,11722,2014,89
"MK760753",0,320,12042,11722,2014,39
"MK760754",0,319,12042,11723,2014,86
"MK760755",0,320,12042,11722,2014,100
"MK760756",0,320,12042,11722,2014,107
"MK760757",0,320,12042,11722,2014,41
"MK760758",0,320,12042,11722,2014,85
"MK760759",0,319,12042,11723,2014,14
"MK760760",0,320,12042,11722,2014,107
"MK760762",0,320,12042,11722,2014,89
"MK760763",0,320,12042,11722,2014,16
"MK760764",0,320,12042,11722,2014,91
"MK760765",0,320,12042,11722,2014,55
"MK760766",0,320,12042,11722,2015,29
"MK760767",0,320,12042,11722,2015,90
"MK760768",0,320,12042,11722,2007,65
"MK760769",0,319,12042,11723,2009,109
"MK760770",0,317,12042,11725,2009,109
"MK981888",0,246,12042,11796,1993,3
"MN726802",957,490,12042,10595,2016,22
"MN726803",2887,768,12042,8387,2018,17
"MN726804",0,119,12042,11923,2015,72
"MN726805",4,196,12042,11842,2017,81
"MN726806",1774,1195,12042,9073,2017,22
"MN726807",1408,580,12042,10054,2017,22
"MN726808",1,236,12042,11805,2016,22
"MN726809",1101,497,12042,10444,2016,22
"MN726810",680,453,12042,10909,2015,81
"MN726811",2042,701,12042,9299,2017,27
"MN726812",8,195,12042,11839,2017,81
"MN726813",3110,1685,12042,7247,2017,22
"MN726814",6,196,12042,11840,2018,19
"MN726815",0,173,12042,11869,2015,22
"MN726816",158,444,12042,11440,2018,19
"MN726817",306,409,12042,11327,2016,22
"MN726818",0,173,12042,11869,2015,22
"MN726819",320,196,12042,11526,2013,81
"MN726820",19,223,12042,11800,2017,22
"MN726821",470,444,12042,11128,2018,19
"MN726822",1843,701,12042,9498,2018,27
"MN726823",1079,701,12042,10262,2017,22
"MN726824",150,410,12042,11482,2016,49
"MN726825",4,310,12042,11728,2015,22
"MN726826",80,174,12042,11788,2016,49
"MN726827",284,173,12042,11585,2017,49
"MN726828",1066,915,12042,10061,2017,22
"MN726829",1289,525,12042,10228,2017,23
"MN726830",7,196,12042,11839,2018,81
"MN726831",9,196,12042,11837,2013,19
"MN726832",1414,701,12042,9927,2017,27
"MN726833",511,221,12042,11310,2017,23
"MN726834",4935,1207,12042,5900,2017,22
"MN726835",472,483,12042,11087,2017,22
