"ID","N","gap","Length_before","Length_after","Year","cluster"
"KF154998",0,118,12042,11924,1950,63
"KF155000",0,119,12042,11923,2010,31
"KF155001",0,116,12042,11926,2009,80
"KF155002",0,119,12042,11923,2010,69
"KM016899",0,119,12042,11923,2014,99
"KM198893",0,110,12042,11932,2014,51
"KM594039",0,161,12042,11881,2009,62
"KP723638",0,116,12042,11926,2014,79
"KP997032",0,169,12042,11873,2014,98
"KR534217",0,119,12042,11923,2008,21
"KR534218",0,119,12042,11923,2008,21
"KR534219",0,119,12042,11923,2007,73
"KR534220",0,119,12042,11923,2008,21
"KR534228",0,128,12042,11914,2010,73
"KR534229",0,193,12042,11849,2010,67
"KR534230",0,157,12042,11885,2010,36
"KR534231",0,158,12042,11884,2010,73
"KR534232",0,119,12042,11923,2011,67
"KR534233",0,119,12042,11923,2011,67
"KR534234",0,119,12042,11923,2011,73
"KR534235",0,119,12042,11923,2011,26
"KR534236",0,119,12042,11923,2011,26
"KR534237",0,119,12042,11923,2011,26
"KR534238",0,175,12042,11867,2011,73
"KR534244",0,128,12042,11914,2011,46
"KR534245",0,119,12042,11923,2011,46
"KR534246",0,119,12042,11923,2011,46
"KR534247",0,119,12042,11923,2011,40
"KR534248",0,119,12042,11923,2011,46
"KR534249",0,125,12042,11917,2011,46
"KR534250",0,119,12042,11923,2011,26
"KR534251",0,119,12042,11923,2011,73
"KR534252",0,119,12042,11923,2011,49
"KR534253",0,120,12042,11922,2011,26
"KR534254",0,119,12042,11923,2011,40
"KR534256",0,121,12042,11921,2011,26
"KR906734",0,119,12042,11923,2008,73
"KR906735",0,139,12042,11903,2008,70
"KR906736",0,119,12042,11923,2008,70
"KR906737",1,122,12042,11919,2008,21
"KR906738",0,119,12042,11923,2004,21
"KR906739",0,119,12042,11923,2004,17
"KR906740",5,128,12042,11909,2009,47
"KR906741",0,119,12042,11923,2003,29
"KR906742",0,119,12042,11923,2009,69
"KR906743",2,128,12042,11912,2010,73
"KR906744",0,128,12042,11914,2010,17
"KR906745",0,128,12042,11914,2010,19
"KR906746",0,167,12042,11875,2010,76
"KR906747",0,119,12042,11923,2010,76
"KR906748",0,119,12042,11923,2010,6
"KR906749",0,164,12042,11878,2010,29
"KR906750",0,188,12042,11854,2010,69
"KR906751",0,127,12042,11915,2011,76
"KR906752",0,119,12042,11923,2011,6
"KR906753",0,120,12042,11922,2011,29
"KR906754",0,177,12042,11865,2011,69
"KR906755",0,119,12042,11923,2011,46
"KR906756",1,119,12042,11922,2011,67
"KR906757",8,152,12042,11882,2010,76
"KR906758",2,217,12042,11823,2010,46
"KR906759",113,213,12042,11716,2010,73
"KR906760",0,122,12042,11920,2010,67
"KR906761",170,197,12042,11675,2010,29
"KR906762",0,128,12042,11914,2010,29
"KR906763",0,122,12042,11920,2010,70
"KR906764",0,128,12042,11914,2010,70
"KR906765",0,119,12042,11923,2010,70
"KR906766",0,128,12042,11914,2010,6
"KR906767",0,128,12042,11914,2011,29
"KR906768",0,164,12042,11878,2011,69
"KR906769",1,119,12042,11922,2011,25
"KR906770",2,128,12042,11912,2011,48
"KR906771",0,119,12042,11923,2011,46
"KR906772",0,119,12042,11923,2011,67
"KR906773",0,119,12042,11923,2011,26
"KR906774",0,121,12042,11921,2011,73
"KR906775",0,188,12042,11854,2011,19
"KR906776",0,119,12042,11923,2011,36
"KR906777",0,119,12042,11923,2011,72
"KR906778",0,128,12042,11914,2011,26
"KR906779",1,122,12042,11919,2012,49
"KR906780",0,122,12042,11920,2011,26
"KR906781",0,119,12042,11923,2012,26
"KR906782",0,123,12042,11919,2012,35
"KR906783",0,119,12042,11923,2012,21
"KR906784",0,119,12042,11923,2012,27
"KR906785",0,120,12042,11922,2012,73
"KR906786",0,119,12042,11923,2012,21
"KR906787",0,119,12042,11923,2012,46
"KR906788",1,123,12042,11918,2012,68
"KR906789",0,119,12042,11923,2012,71
"KR906790",0,119,12042,11923,2012,74
"KR906791",804,168,12042,11070,2012,73
"KR906792",0,119,12042,11923,2012,68
"KT006769",0,120,12042,11922,2013,108
"KT336432",0,119,12042,11923,2012,75
"KT336433",0,119,12042,11923,1991,6
"KT336434",0,119,12042,11923,1992,76
"KT336435",0,119,12042,11923,1993,75
"KT336436",0,119,12042,11923,2012,75
"KT336437",0,119,12042,11923,2012,75
"KT728348",0,169,12042,11873,2003,34
"KT728349",0,169,12042,11873,2003,34
"KX148101",0,119,12042,11923,1979,63
"KX148102",0,120,12042,11922,1991,108
"KX148103",0,120,12042,11922,1981,6
"KX148104",0,119,12042,11923,1978,4
"KX148110",0,240,12042,11802,1991,108
"KX148111",0,240,12042,11802,1991,108
"KX148112",0,240,12042,11802,1991,2
"KX148113",0,240,12042,11802,1991,56
"KX148114",0,240,12042,11802,1995,56
"KX148115",0,240,12042,11802,1996,92
"KX148116",0,240,12042,11802,1996,92
"KX148117",0,240,12042,11802,1997,92
"KX148118",0,239,12042,11803,1994,10
"KX148119",0,242,12042,11800,1993,93
"KX148120",0,242,12042,11800,1993,93
"KX148121",0,242,12042,11800,1993,93
"KX148122",0,241,12042,11801,1991,93
"KX148123",0,241,12042,11801,1991,93
"KX148124",0,241,12042,11801,1991,93
"KX148125",0,241,12042,11801,1994,94
"KX148126",0,241,12042,11801,1996,94
"KX148127",0,241,12042,11801,1991,94
"KX148128",0,241,12042,11801,1992,94
"KX148129",0,241,12042,11801,1994,10
"KX148130",0,241,12042,11801,1994,10
"KX148131",0,241,12042,11801,1994,10
"KX148132",0,241,12042,11801,1994,10
"KX148133",0,241,12042,11801,1986,10
"KX148134",0,241,12042,11801,1994,10
"KX148135",0,241,12042,11801,1991,10
"KX148136",0,242,12042,11800,1993,95
"KX148137",0,242,12042,11800,1993,95
"KX148138",0,241,12042,11801,1993,95
"KX148139",0,242,12042,11800,1993,95
"KX148140",0,241,12042,11801,1986,95
"KX148141",0,241,12042,11801,1992,57
"KX148142",0,241,12042,11801,1994,57
"KX148143",0,240,12042,11802,1993,10
"KX148144",0,241,12042,11801,1994,43
"KX148145",0,241,12042,11801,1986,43
"KX148146",0,241,12042,11801,1993,44
"KX148147",0,241,12042,11801,1988,44
"KX148148",0,241,12042,11801,1992,96
"KX148149",0,241,12042,11801,1991,96
"KX148150",0,241,12042,11801,1986,58
"KX148151",0,241,12042,11801,1996,33
"KX148152",0,240,12042,11802,1996,33
"KX148153",0,241,12042,11801,1996,33
"KX148154",0,241,12042,11801,1997,33
"KX148155",0,241,12042,11801,1993,30
"KX148156",0,240,12042,11802,1991,30
"KX148157",0,241,12042,11801,1993,30
"KX148158",0,241,12042,11801,1993,30
"KX148159",0,241,12042,11801,1974,37
"KX148160",0,241,12042,11801,1991,22
"KX148161",0,241,12042,11801,1972,9
"KX148162",0,241,12042,11801,1993,103
"KX148163",0,241,12042,11801,1993,103
"KX148164",0,241,12042,11801,1993,103
"KX148165",0,240,12042,11802,1993,103
"KX148166",0,241,12042,11801,1993,103
"KX148167",0,241,12042,11801,1993,60
"KX148168",0,241,12042,11801,1987,11
"KX148169",0,241,12042,11801,1990,11
"KX148170",0,241,12042,11801,1990,11
"KX148171",0,241,12042,11801,1991,11
"KX148172",0,241,12042,11801,1987,11
"KX148173",0,241,12042,11801,1997,11
"KX148174",0,241,12042,11801,1998,11
"KX148175",0,241,12042,11801,1998,11
"KX148176",0,241,12042,11801,2004,11
"KX148177",0,241,12042,11801,1996,90
"KX148178",0,241,12042,11801,1996,90
"KX148179",0,241,12042,11801,1996,90
"KX148180",0,241,12042,11801,1993,90
"KX148181",0,241,12042,11801,1996,90
"KX148182",0,241,12042,11801,1996,90
"KX148183",0,241,12042,11801,1993,90
"KX148184",0,241,12042,11801,1996,90
"KX148185",0,241,12042,11801,1996,16
"KX148186",0,241,12042,11801,1984,89
"KX148187",0,241,12042,11801,1996,55
"KX148188",0,241,12042,11801,1991,55
"KX148189",0,241,12042,11801,1985,8
"KX148190",0,241,12042,11801,1976,91
"KX148191",0,240,12042,11802,1993,7
"KX148192",0,240,12042,11802,1993,7
"KX148193",0,237,12042,11805,2008,80
"KX148194",0,237,12042,11805,1989,80
"KX148195",0,238,12042,11804,2004,80
"KX148196",0,238,12042,11804,1990,80
"KX148197",0,238,12042,11804,2015,50
"KX148198",0,238,12042,11804,1993,79
"KX148199",0,238,12042,11804,1993,79
"KX148200",0,235,12042,11807,1988,79
"KX148201",0,237,12042,11805,1986,41
"KX148202",0,238,12042,11804,1995,41
"KX148203",0,241,12042,11801,1986,75
"KX148204",0,242,12042,11800,1992,77
"KX148205",0,241,12042,11801,1994,6
"KX148206",0,241,12042,11801,1996,6
"KX148207",0,241,12042,11801,2014,17
"KX148208",0,240,12042,11802,1992,6
"KX148209",0,241,12042,11801,2004,5
"KX148210",0,241,12042,11801,1998,5
"KX148211",0,241,12042,11801,1986,5
"KX148212",0,240,12042,11802,1993,28
"KX148213",0,241,12042,11801,1982,3
"KX148214",0,239,12042,11803,1995,105
"KX148215",0,239,12042,11803,1995,105
"KX148216",0,240,12042,11802,1986,105
"KX148217",0,238,12042,11804,1986,62
"KX708499",0,248,12042,11794,2015,NA
"KX708500",0,248,12042,11794,2014,NA
"KX708501",0,248,12042,11794,2013,NA
"KX708502",0,249,12042,11793,2012,65
"KX708503",0,249,12042,11793,2014,108
"KX708504",0,244,12042,11798,2008,108
"KY210220",0,128,12042,11914,2008,21
"KY210221",147,130,12042,11765,2008,21
"KY210222",0,119,12042,11923,2009,21
"KY210223",0,128,12042,11914,2007,20
"KY210224",0,119,12042,11923,2010,26
"KY210225",0,119,12042,11923,2011,46
"KY210226",1,122,12042,11919,2011,26
"KY210227",0,128,12042,11914,2011,27
"KY210228",194,186,12042,11662,2011,26
"KY210229",0,119,12042,11923,2011,40
"KY210230",0,119,12042,11923,2011,26
"KY210231",0,119,12042,11923,2011,46
"KY210232",0,119,12042,11923,2011,46
"KY210233",0,119,12042,11923,2011,48
"KY210234",8,128,12042,11906,2011,46
"KY210235",0,119,12042,11923,2011,46
"KY210236",0,128,12042,11914,2011,26
"KY210237",0,122,12042,11920,2011,36
"KY210238",0,119,12042,11923,2011,40
"KY210239",0,119,12042,11923,2011,46
"KY210240",0,158,12042,11884,2011,36
"KY210241",0,137,12042,11905,2011,46
"KY210242",0,119,12042,11923,2011,36
"KY210243",0,128,12042,11914,2011,46
"KY210244",0,184,12042,11858,2011,26
"KY210245",0,119,12042,11923,2012,74
"KY210246",0,119,12042,11923,2012,46
"KY210247",0,119,12042,11923,2012,46
"KY210248",0,119,12042,11923,2012,26
"KY210249",0,119,12042,11923,2012,66
"KY210250",0,122,12042,11920,2012,46
"KY210251",0,119,12042,11923,2012,46
"KY210252",0,119,12042,11923,2012,74
"KY210253",0,119,12042,11923,2013,25
"KY210254",0,120,12042,11922,2013,25
"KY210255",0,119,12042,11923,2013,25
"KY210256",0,119,12042,11923,2013,25
"KY210257",0,119,12042,11923,2013,71
"KY210258",0,120,12042,11922,2013,46
"KY210259",0,122,12042,11920,2013,35
"KY210260",6,145,12042,11891,2013,66
"KY210261",0,119,12042,11923,2013,72
"KY210262",0,119,12042,11923,2013,26
"KY210263",0,119,12042,11923,2013,74
"KY210264",0,119,12042,11923,2013,25
"KY210265",0,119,12042,11923,2013,26
"KY210266",0,119,12042,11923,2013,25
"KY210267",0,119,12042,11923,2013,67
"KY210268",0,119,12042,11923,2013,26
"KY210269",0,119,12042,11923,2013,71
"KY210270",0,119,12042,11923,2013,71
"KY210271",0,119,12042,11923,2013,46
"KY210272",0,119,12042,11923,2013,46
"KY210273",0,119,12042,11923,2013,26
"KY210274",0,119,12042,11923,2013,71
"KY210275",0,128,12042,11914,2013,19
"KY210276",0,119,12042,11923,2013,26
"KY210277",0,119,12042,11923,2011,72
"KY210278",0,122,12042,11920,2011,26
"KY210279",29,139,12042,11874,2011,36
"KY210280",5,119,12042,11918,2012,73
"KY210281",0,119,12042,11923,2012,73
"KY210282",0,173,12042,11869,2012,73
"KY210283",0,119,12042,11923,2012,72
"KY210284",17,128,12042,11897,2012,72
"KY210285",0,119,12042,11923,2012,73
"KY210286",0,120,12042,11922,2011,26
"KY210287",7,169,12042,11866,2012,26
"KY210288",0,120,12042,11922,2012,26
"KY210289",0,122,12042,11920,2012,66
"KY210290",0,122,12042,11920,2012,46
"KY210291",0,119,12042,11923,2012,40
"KY210292",0,119,12042,11923,2012,66
"KY210293",0,127,12042,11915,2012,66
"KY210294",0,122,12042,11920,2012,27
"KY210295",0,119,12042,11923,2012,26
"KY210296",0,119,12042,11923,2012,26
"KY210297",0,119,12042,11923,2012,68
"KY210298",0,122,12042,11920,2012,68
"KY210299",0,128,12042,11914,2012,66
"KY210300",0,119,12042,11923,2012,46
"KY210301",0,119,12042,11923,2012,66
"KY210302",0,122,12042,11920,2012,66
"KY210303",0,119,12042,11923,2012,26
"KY210304",0,119,12042,11923,2012,36
"KY210305",0,119,12042,11923,2012,68
"KY210306",0,119,12042,11923,2012,73
"KY210307",0,119,12042,11923,2012,66
"KY210308",0,167,12042,11875,2012,26
"KY210309",0,136,12042,11906,2012,49
"KY210310",0,151,12042,11891,2012,72
"KY210311",0,123,12042,11919,2012,74
"KY649620",0,158,12042,11884,2018,99
"KY765901",0,120,12042,11922,2012,23
"KY860583",0,119,12042,11923,1999,24
"KY860584",0,118,12042,11924,1999,24
"KY860585",0,119,12042,11923,2001,24
"KY860586",0,119,12042,11923,2001,101
"KY860587",0,119,12042,11923,2001,101
"KY860588",0,118,12042,11924,2004,24
"KY860589",0,118,12042,11924,2006,38
"KY860590",0,119,12042,11923,2007,101
"KY860591",0,118,12042,11924,2008,38
"KY860592",0,118,12042,11924,2009,38
"KY860593",0,118,12042,11924,2010,38
"KY860594",0,118,12042,11924,2012,100
"KY860595",0,119,12042,11923,2012,101
"KY860596",0,118,12042,11924,2014,100
"KY860597",0,118,12042,11924,2014,100
"KY860598",0,118,12042,11924,2014,100
"KY860599",0,118,12042,11924,2014,100
"KY860600",0,117,12042,11925,2014,100
"KY860601",0,117,12042,11925,2014,100
"KY860602",0,118,12042,11924,2014,100
"KY860603",0,119,12042,11923,2015,101
"KY860604",0,119,12042,11923,2000,54
"KY860605",0,119,12042,11923,2001,54
"KY860606",0,119,12042,11923,2001,8
"KY860607",0,119,12042,11923,2001,24
"KY860608",0,119,12042,11923,2001,24
"KY860609",0,119,12042,11923,2001,60
"KY860610",0,119,12042,11923,2001,31
"KY860611",0,119,12042,11923,2001,8
"KY860612",0,119,12042,11923,1989,4
"LC029889",0,119,12042,11923,2009,6
"LC325820",0,115,12042,11927,2018,107
"LN879480",0,119,12042,11923,2002,23
"LN879481",0,120,12042,11922,1998,10
"LT839616",0,115,12042,11927,2017,64
"LT909526",0,119,12042,11923,2018,12
"LT909528",0,119,12042,11923,2018,13
"LT909529",0,115,12042,11927,2018,50
"LT909530",0,117,12042,11925,2018,45
"LT909531",0,112,12042,11930,2018,78
"LT909532",0,119,12042,11923,2018,58
"LT909533",0,119,12042,11923,2018,11
"LT909534",0,119,12042,11923,2018,13
"LT909535",0,115,12042,11927,2018,50
"LT909536",0,119,12042,11923,2018,19
"LT909537",0,119,12042,11923,2018,96
"LT909538",0,119,12042,11923,2018,96
"LT909540",0,119,12042,11923,2018,11
"LT909542",0,111,12042,11931,2018,50
"LT909543",0,117,12042,11925,2018,45
"LT909544",0,118,12042,11924,2018,108
"LT909546",0,116,12042,11926,2018,41
"LT909547",0,119,12042,11923,2018,93
"LT909551",0,115,12042,11927,2018,79
"MF172976",0,204,12042,11838,2018,99
"MF197741",0,240,12042,11802,2008,98
"MF197742",0,240,12042,11802,2014,92
"MF197743",0,241,12042,11801,2010,33
"MG458306",0,118,12042,11924,2018,92
"MG458309",0,119,12042,11923,1978,4
"MG458310",0,119,12042,11923,1986,10
"MG458311",0,119,12042,11923,1998,95
"MG458312",0,119,12042,11923,1997,9
"MG458315",0,119,12042,11923,1998,106
"MG458316",0,119,12042,11923,1998,106
"MG458317",0,119,12042,11923,1999,106
"MG458318",0,124,12042,11918,2008,75
"MG458319",0,117,12042,11925,2012,3
"MH267792",0,158,12042,11884,2017,99
"MK760667",0,320,12042,11722,2008,89
"MK760668",0,320,12042,11722,2008,42
"MK760669",0,320,12042,11722,2008,14
"MK760670",0,320,12042,11722,2008,52
"MK760671",0,320,12042,11722,2008,83
"MK760672",0,319,12042,11723,2008,89
"MK760673",0,320,12042,11722,2008,12
"MK760674",0,320,12042,11722,2008,52
"MK760675",0,320,12042,11722,2008,104
"MK760676",0,320,12042,11722,2009,39
"MK760677",0,320,12042,11722,2009,18
"MK760678",0,320,12042,11722,2009,89
"MK760679",0,320,12042,11722,2008,61
"MK760680",0,320,12042,11722,2008,91
"MK760681",0,320,12042,11722,2009,15
"MK760682",0,320,12042,11722,2009,39
"MK760683",0,320,12042,11722,2009,15
"MK760684",0,320,12042,11722,2009,104
"MK760685",0,321,12042,11721,2009,86
"MK760686",0,320,12042,11722,2009,42
"MK760687",0,320,12042,11722,2009,91
"MK760688",0,320,12042,11722,2009,42
"MK760689",0,320,12042,11722,2010,85
"MK760690",0,320,12042,11722,2010,61
"MK760691",0,320,12042,11722,2009,91
"MK760692",0,320,12042,11722,2009,89
"MK760693",0,320,12042,11722,2009,18
"MK760694",0,320,12042,11722,2009,84
"MK760695",0,320,12042,11722,2011,16
"MK760696",0,320,12042,11722,2012,82
"MK760697",0,320,12042,11722,2012,15
"MK760698",0,320,12042,11722,2012,85
"MK760699",0,320,12042,11722,2012,18
"MK760700",0,320,12042,11722,2012,97
"MK760701",0,320,12042,11722,2012,18
"MK760703",0,320,12042,11722,2012,86
"MK760704",0,320,12042,11722,2012,82
"MK760705",0,320,12042,11722,2012,85
"MK760706",0,320,12042,11722,2012,97
"MK760707",0,320,12042,11722,2012,37
"MK760708",0,320,12042,11722,2012,87
"MK760709",0,320,12042,11722,2012,88
"MK760710",0,320,12042,11722,2013,12
"MK760711",0,319,12042,11723,2013,102
"MK760712",0,320,12042,11722,2013,59
"MK760713",0,320,12042,11722,2013,87
"MK760714",0,320,12042,11722,2013,102
"MK760715",0,319,12042,11723,2013,16
"MK760716",0,319,12042,11723,2013,18
"MK760717",0,320,12042,11722,2013,102
"MK760718",0,320,12042,11722,2013,102
"MK760719",0,320,12042,11722,2013,91
"MK760720",0,320,12042,11722,2013,83
"MK760721",0,320,12042,11722,2013,87
"MK760722",0,319,12042,11723,2013,85
"MK760723",0,320,12042,11722,2013,97
"MK760724",0,320,12042,11722,2013,84
"MK760725",0,320,12042,11722,2013,86
"MK760726",0,320,12042,11722,2013,82
"MK760727",0,320,12042,11722,2013,88
"MK760728",0,320,12042,11722,2014,88
"MK760730",0,320,12042,11722,2014,102
"MK760731",0,319,12042,11723,2014,37
"MK760732",0,319,12042,11723,2014,18
"MK760733",0,320,12042,11722,2014,53
"MK760734",0,320,12042,11722,2013,59
"MK760736",0,320,12042,11722,2014,84
"MK760737",0,320,12042,11722,2013,84
"MK760738",0,320,12042,11722,2014,82
"MK760739",0,319,12042,11723,2013,88
"MK760740",0,320,12042,11722,2013,84
"MK760741",0,320,12042,11722,2013,83
"MK760742",0,320,12042,11722,2014,16
"MK760743",0,320,12042,11722,2014,102
"MK760744",0,320,12042,11722,2014,97
"MK760745",0,320,12042,11722,2014,83
"MK760746",0,319,12042,11723,2014,102
"MK760747",0,320,12042,11722,2014,104
"MK760748",0,320,12042,11722,2014,87
"MK760749",0,320,12042,11722,2014,86
"MK760750",0,320,12042,11722,2014,85
"MK760751",0,320,12042,11722,2014,14
"MK760752",0,320,12042,11722,2014,86
"MK760753",0,320,12042,11722,2014,37
"MK760754",0,319,12042,11723,2014,83
"MK760755",0,320,12042,11722,2014,97
"MK760756",0,320,12042,11722,2014,104
"MK760757",0,320,12042,11722,2014,39
"MK760758",0,320,12042,11722,2014,82
"MK760759",0,319,12042,11723,2014,14
"MK760760",0,320,12042,11722,2014,104
"MK760762",0,320,12042,11722,2014,86
"MK760763",0,320,12042,11722,2014,15
"MK760764",0,320,12042,11722,2014,88
"MK760765",0,320,12042,11722,2014,53
"MK760766",0,320,12042,11722,2015,28
"MK760767",0,320,12042,11722,2015,87
"MK760768",0,320,12042,11722,2007,63
"MK760769",0,319,12042,11723,2009,106
"MK760770",0,317,12042,11725,2009,106
"MK981888",0,246,12042,11796,1993,3
"MN726802",957,490,12042,10595,2016,26
"MN726803",2887,768,12042,8387,2018,19
"MN726804",0,119,12042,11923,2015,69
"MN726805",4,196,12042,11842,2017,78
"MN726806",1774,1195,12042,9073,2017,26
"MN726807",1408,580,12042,10054,2017,26
"MN726808",1,236,12042,11805,2016,26
"MN726809",1101,497,12042,10444,2016,26
"MN726810",680,453,12042,10909,2015,78
"MN726811",2042,701,12042,9299,2017,32
"MN726812",8,195,12042,11839,2017,78
"MN726813",3110,1685,12042,7247,2017,26
"MN726814",6,196,12042,11840,2018,20
"MN726815",0,173,12042,11869,2015,26
"MN726816",158,444,12042,11440,2018,20
"MN726817",306,409,12042,11327,2016,26
"MN726818",0,173,12042,11869,2015,26
"MN726819",320,196,12042,11526,2013,78
"MN726820",19,223,12042,11800,2017,26
"MN726821",470,444,12042,11128,2018,20
"MN726822",1843,701,12042,9498,2018,32
"MN726823",1079,701,12042,10262,2017,26
"MN726824",150,410,12042,11482,2016,47
"MN726825",4,310,12042,11728,2015,26
"MN726826",80,174,12042,11788,2016,47
"MN726827",284,173,12042,11585,2017,47
"MN726828",1066,915,12042,10061,2017,26
"MN726829",1289,525,12042,10228,2017,25
"MN726830",7,196,12042,11839,2018,78
"MN726831",9,196,12042,11837,2013,20
"MN726832",1414,701,12042,9927,2017,32
"MN726833",511,221,12042,11310,2017,25
"MN726834",4935,1207,12042,5900,2017,26
"MN726835",472,483,12042,11087,2017,26
